timestamp,"volume-weighted (max_weight=0.05, min_volume=10000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=10000000)","volume-weighted (max_weight=0.2, min_volume=100000)","volume-weighted (max_weight=0.2, min_volume=10000000)"
1370347200000,100.0,100.0,100.0,100.0,100.0
1370433600000,100.0,100.0,100.0,100.0,100.0
1370520000000,100.0,100.0,100.0,100.0,100.0
1370606400000,100.0,100.0,100.0,100.0,100.0
1370692800000,100.0,100.0,100.0,100.0,100.0
1370779200000,100.0,100.0,100.0,100.0,100.0
1370865600000,100.0,100.0,100.0,100.0,100.0
1370952000000,100.0,100.0,100.0,100.0,100.0
1371038400000,100.0,100.0,100.0,100.0,100.0
1371124800000,100.0,100.0,100.0,100.0,100.0
1371211200000,100.0,100.0,100.0,100.0,100.0
1371297600000,100.0,100.0,100.0,100.0,100.0
1371384000000,100.0,100.0,100.0,100.0,100.0
1371470400000,100.0,100.0,100.0,100.0,100.0
1371556800000,100.0,100.0,100.0,100.0,100.0
1371643200000,100.0,100.0,100.0,100.0,100.0
1371729600000,100.0,100.0,100.0,100.0,100.0
1371816000000,100.0,100.0,100.0,100.0,100.0
1371902400000,100.0,100.0,100.0,100.0,100.0
1371988800000,100.0,100.0,100.0,100.0,100.0
1372075200000,100.0,100.0,100.0,100.0,100.0
1372161600000,100.0,100.0,100.0,100.0,100.0
1372248000000,100.0,100.0,100.0,100.0,100.0
1372334400000,100.0,100.0,100.0,100.0,100.0
1372420800000,100.0,100.0,100.0,100.0,100.0
1372507200000,100.0,100.0,100.0,100.0,100.0
1372593600000,100.0,100.0,100.0,100.0,100.0
1372680000000,100.0,100.0,100.0,100.0,100.0
1372766400000,100.0,100.0,100.0,100.0,100.0
1372852800000,100.0,100.0,100.0,100.0,100.0
1372939200000,100.0,100.0,100.0,100.0,100.0
1373025600000,100.0,100.0,100.0,100.0,100.0
1373112000000,100.0,100.0,100.0,100.0,100.0
1373198400000,100.0,100.0,100.0,100.0,100.0
1373284800000,100.0,100.0,100.0,100.0,100.0
1373371200000,100.0,100.0,100.0,100.0,100.0
1373457600000,100.0,100.0,100.0,100.0,100.0
1373544000000,100.0,100.0,100.0,100.0,100.0
1373630400000,100.0,100.0,100.0,100.0,100.0
1373716800000,100.0,100.0,100.0,100.0,100.0
1373803200000,100.0,100.0,100.0,100.0,100.0
1373889600000,100.0,100.0,100.0,100.0,100.0
1373976000000,100.0,100.0,100.0,100.0,100.0
1374062400000,100.0,100.0,100.0,100.0,100.0
1374148800000,100.0,100.0,100.0,100.0,100.0
1374235200000,100.0,100.0,100.0,100.0,100.0
1374321600000,100.0,100.0,100.0,100.0,100.0
1374408000000,100.0,100.0,100.0,100.0,100.0
1374494400000,100.0,100.0,100.0,100.0,100.0
1374580800000,100.0,100.0,100.0,100.0,100.0
1374667200000,100.0,100.0,100.0,100.0,100.0
1374753600000,100.0,100.0,100.0,100.0,100.0
1374840000000,100.0,100.0,100.0,100.0,100.0
1374926400000,100.0,100.0,100.0,100.0,100.0
1375012800000,100.0,100.0,100.0,100.0,100.0
1375099200000,100.0,100.0,100.0,100.0,100.0
1375185600000,100.0,100.0,100.0,100.0,100.0
1375272000000,100.0,100.0,100.0,100.0,100.0
1375358400000,100.0,100.0,100.0,100.0,100.0
1375444800000,100.0,100.0,100.0,100.0,100.0
1375531200000,100.0,100.0,100.0,100.0,100.0
1375617600000,100.0,100.0,100.0,100.0,100.0
1375704000000,100.0,100.0,100.0,100.0,100.0
1375790400000,100.0,100.0,100.0,100.0,100.0
1375876800000,100.0,100.0,100.0,100.0,100.0
1375963200000,100.0,100.0,100.0,100.0,100.0
1376049600000,100.0,100.0,100.0,100.0,100.0
1376136000000,100.0,100.0,100.0,100.0,100.0
1376222400000,100.0,100.0,100.0,100.0,100.0
1376308800000,100.0,100.0,100.0,100.0,100.0
1376395200000,100.0,100.0,100.0,100.0,100.0
1376481600000,100.0,100.0,100.0,100.0,100.0
1376568000000,100.0,100.0,100.0,100.0,100.0
1376654400000,100.0,100.0,100.0,100.0,100.0
1376740800000,100.0,100.0,100.0,100.0,100.0
1376827200000,100.0,100.0,100.0,100.0,100.0
1376913600000,100.0,100.0,100.0,100.0,100.0
1377000000000,100.0,100.0,100.0,100.0,100.0
1377086400000,100.0,100.0,100.0,100.0,100.0
1377172800000,100.0,100.0,100.0,100.0,100.0
1377259200000,100.0,100.0,100.0,100.0,100.0
1377345600000,100.0,100.0,100.0,100.0,100.0
1377432000000,100.0,100.0,100.0,100.0,100.0
1377518400000,100.0,100.0,100.0,100.0,100.0
1377604800000,100.0,100.0,100.0,100.0,100.0
1377691200000,100.0,100.0,100.0,100.0,100.0
1377777600000,100.0,100.0,100.0,100.0,100.0
1377864000000,100.0,100.0,100.0,100.0,100.0
1377950400000,100.0,100.0,100.0,100.0,100.0
1378036800000,100.0,100.0,100.0,100.0,100.0
1378123200000,100.0,100.0,100.0,100.0,100.0
1378209600000,100.0,100.0,100.0,100.0,100.0
1378296000000,100.0,100.0,100.0,100.0,100.0
1378382400000,100.0,100.0,100.0,100.0,100.0
1378468800000,100.0,100.0,100.0,100.0,100.0
1378555200000,100.0,100.0,100.0,100.0,100.0
1378641600000,100.0,100.0,100.0,100.0,100.0
1378728000000,100.0,100.0,100.0,100.0,100.0
1378814400000,100.0,100.0,100.0,100.0,100.0
1378900800000,100.0,100.0,100.0,100.0,100.0
1378987200000,100.0,100.0,100.0,100.0,100.0
1379073600000,100.0,100.0,100.0,100.0,100.0
1379160000000,100.0,100.0,100.0,100.0,100.0
1379246400000,100.0,100.0,100.0,100.0,100.0
1379332800000,100.0,100.0,100.0,100.0,100.0
1379419200000,100.0,100.0,100.0,100.0,100.0
1379505600000,100.0,100.0,100.0,100.0,100.0
1379592000000,100.0,100.0,100.0,100.0,100.0
1379678400000,100.0,100.0,100.0,100.0,100.0
1379764800000,100.0,100.0,100.0,100.0,100.0
1379851200000,100.0,100.0,100.0,100.0,100.0
1379937600000,100.0,100.0,100.0,100.0,100.0
1380024000000,100.0,100.0,100.0,100.0,100.0
1380110400000,100.0,100.0,100.0,100.0,100.0
1380196800000,100.0,100.0,100.0,100.0,100.0
1380283200000,100.0,100.0,100.0,100.0,100.0
1380369600000,100.0,100.0,100.0,100.0,100.0
1380456000000,100.0,100.0,100.0,100.0,100.0
1380542400000,100.0,100.0,100.0,100.0,100.0
1380628800000,100.0,100.0,100.0,100.0,100.0
1380715200000,100.0,100.0,100.0,100.0,100.0
1380801600000,100.0,100.0,100.0,100.0,100.0
1380888000000,100.0,100.0,100.0,100.0,100.0
1380974400000,100.0,100.0,100.0,100.0,100.0
1381060800000,100.0,100.0,100.0,100.0,100.0
1381147200000,100.0,100.0,100.0,100.0,100.0
1381233600000,100.0,100.0,100.0,100.0,100.0
1381320000000,100.0,100.0,100.0,100.0,100.0
1381406400000,100.0,100.0,100.0,100.0,100.0
1381492800000,100.0,100.0,100.0,100.0,100.0
1381579200000,100.0,100.0,100.0,100.0,100.0
1381665600000,100.0,100.0,100.0,100.0,100.0
1381752000000,100.0,100.0,100.0,100.0,100.0
1381838400000,100.0,100.0,100.0,100.0,100.0
1381924800000,100.0,100.0,100.0,100.0,100.0
1382011200000,100.0,100.0,100.0,100.0,100.0
1382097600000,100.0,100.0,100.0,100.0,100.0
1382184000000,100.0,100.0,100.0,100.0,100.0
1382270400000,100.0,100.0,100.0,100.0,100.0
1382356800000,100.0,100.0,100.0,100.0,100.0
1382443200000,100.0,100.0,100.0,100.0,100.0
1382529600000,100.0,100.0,100.0,100.0,100.0
1382616000000,100.0,100.0,100.0,100.0,100.0
1382702400000,100.0,100.0,100.0,100.0,100.0
1382788800000,100.0,100.0,100.0,100.0,100.0
1382875200000,100.0,100.0,100.0,100.0,100.0
1382961600000,100.0,100.0,100.0,100.0,100.0
1383048000000,100.0,100.0,100.0,100.0,100.0
1383134400000,100.0,100.0,100.0,100.0,100.0
1383220800000,100.0,100.0,100.0,100.0,100.0
1383307200000,100.0,100.0,100.0,100.0,100.0
1383393600000,100.0,100.0,100.0,100.0,100.0
1383480000000,100.0,100.0,100.0,100.0,100.0
1383566400000,100.0,100.0,100.0,100.0,100.0
1383652800000,100.0,100.0,100.0,100.0,100.0
1383739200000,100.0,100.0,100.0,100.0,100.0
1383825600000,100.0,100.0,100.0,100.0,100.0
1383912000000,100.0,100.0,100.0,100.0,100.0
1383998400000,100.0,100.0,100.0,100.0,100.0
1384084800000,100.0,100.0,100.0,100.0,100.0
1384171200000,100.0,100.0,100.0,100.0,100.0
1384257600000,100.0,100.0,100.0,100.0,100.0
1384344000000,100.0,100.0,100.0,100.0,100.0
1384430400000,100.0,100.0,100.0,100.0,100.0
1384516800000,100.0,100.0,100.0,100.0,100.0
1384603200000,100.0,100.0,100.0,100.0,100.0
1384689600000,100.0,100.0,100.0,100.0,100.0
1384776000000,100.0,100.0,100.0,100.0,100.0
1384862400000,100.0,100.0,100.0,100.0,100.0
1384948800000,100.0,100.0,100.0,100.0,100.0
1385035200000,100.0,100.0,100.0,100.0,100.0
1385121600000,100.0,100.0,100.0,100.0,100.0
1385208000000,100.0,100.0,100.0,100.0,100.0
1385294400000,100.0,100.0,100.0,100.0,100.0
1385380800000,100.0,100.0,100.0,100.0,100.0
1385467200000,100.0,100.0,100.0,100.0,100.0
1385553600000,100.0,100.0,100.0,100.0,100.0
1385640000000,100.0,100.0,100.0,100.0,100.0
1385726400000,100.0,100.0,100.0,100.0,100.0
1385812800000,100.0,100.0,100.0,100.0,100.0
1385899200000,100.0,100.0,100.0,100.0,100.0
1385985600000,100.0,100.0,100.0,100.0,100.0
1386072000000,100.0,100.0,100.0,100.0,100.0
1386158400000,100.0,100.0,100.0,100.0,100.0
1386244800000,100.0,100.0,100.0,100.0,100.0
1386331200000,100.0,100.0,100.0,100.0,100.0
1386417600000,100.0,100.0,100.0,100.0,100.0
1386504000000,100.0,100.0,100.0,100.0,100.0
1386590400000,100.0,100.0,100.0,100.0,100.0
1386676800000,100.0,100.0,100.0,100.0,100.0
1386763200000,100.0,100.0,100.0,100.0,100.0
1386849600000,100.0,100.0,100.0,100.0,100.0
1386936000000,100.0,100.0,100.0,100.0,100.0
1387022400000,100.0,100.0,100.0,100.0,100.0
1387108800000,100.0,100.0,100.0,100.0,100.0
1387195200000,100.0,100.0,100.0,100.0,100.0
1387281600000,100.0,100.0,100.0,100.0,100.0
1387368000000,100.0,100.0,100.0,100.0,100.0
1387454400000,100.0,100.0,100.0,100.0,100.0
1387540800000,100.0,100.0,100.0,100.0,100.0
1387627200000,100.0,100.0,100.0,100.0,100.0
1387713600000,100.0,100.0,100.0,100.0,100.0
1387800000000,100.0,100.0,100.0,100.0,100.0
1387886400000,100.0,100.0,100.0,100.0,100.0
1387972800000,100.0,100.0,100.0,100.0,100.0
1388059200000,100.0,100.0,100.0,100.0,100.0
1388145600000,112.137658838,107.80438468,112.137658838,110.734074099,112.137658838
1388232000000,108.220156897,109.572612076,108.220156897,111.663162843,108.220156897
1388318400000,102.372131518,105.93782891,102.372131518,102.415267083,102.372131518
1388404800000,109.448122728,113.023348281,109.448122728,109.368641128,109.448122728
1388491200000,109.050297093,114.462920098,109.050297093,112.434954335,109.050297093
1388577600000,113.734256185,121.326211319,113.734256185,120.803311277,113.734256185
1388664000000,114.575232601,133.512129213,114.575232601,132.471109214,114.575232601
1388750400000,131.280758882,150.873106579,131.280758882,149.950108168,131.280758882
1388836800000,129.968369725,144.233962994,129.968369725,141.911815321,129.968369725
1388923200000,138.229825248,153.092870985,138.229825248,148.756952784,138.229825248
1389009600000,170.284007509,174.842817074,170.284007509,166.053883967,170.284007509
1389096000000,153.340940893,158.535645366,153.340940893,151.086701713,153.340940893
1389182400000,131.394130394,138.335491918,131.394130394,133.667270121,131.394130394
1389268800000,125.747430318,133.707322356,125.747430318,133.178797716,125.747430318
1389355200000,124.959877872,132.84611231,124.959877872,138.866059986,124.959877872
1389441600000,142.559980375,152.596214504,142.559980375,156.128635821,142.559980375
1389528000000,130.402934633,141.273064621,130.402934633,143.046711061,130.402934633
1389614400000,122.436445215,133.547179372,122.436445215,135.060582787,122.436445215
1389700800000,123.13994085,133.744089922,123.13994085,134.7409881,123.13994085
1389787200000,129.839874884,153.816533562,129.839874884,149.044372747,129.839874884
1389873600000,127.085127172,151.05412883,127.085127172,144.212324581,127.085127172
1389960000000,119.855158513,144.516033831,119.855158513,137.63132913,119.855158513
1390046400000,122.742433778,152.360586634,122.742433778,145.567143283,122.742433778
1390132800000,121.421808093,165.640855297,121.421808093,159.143187673,121.421808093
1390219200000,133.563436155,190.777409088,133.563436155,184.231885292,133.563436155
1390305600000,169.895692372,227.238459217,169.895692372,224.651765916,169.895692372
1390392000000,161.210979695,227.762427957,161.210979695,226.039688135,161.210979695
1390478400000,161.277658273,220.262206156,161.277658273,216.313833765,161.277658273
1390564800000,141.078138453,200.943437249,141.078138453,196.605954596,141.078138453
1390651200000,150.293549213,218.683779621,150.293549213,214.386035493,150.293549213
1390737600000,163.352828156,236.116101646,163.352828156,233.76315498,163.352828156
1390824000000,163.835136124,232.740663623,163.835136124,247.418836083,163.835136124
1390910400000,147.375389972,207.964912909,147.375389972,216.561078657,147.375389972
1390996800000,150.523609747,209.053632336,150.523609747,217.619817997,150.523609747
1391083200000,146.101722644,209.998070415,146.101722644,215.497322116,146.101722644
1391169600000,151.110120085,218.900836935,151.110120085,223.639436431,151.110120085
1391256000000,159.232073736,232.716518318,159.232073736,234.853844877,159.232073736
1391342400000,156.138610825,227.345856418,156.138610825,232.223184891,156.138610825
1391428800000,148.219678831,213.720534153,148.219678831,219.847505168,148.219678831
1391515200000,154.003220091,231.4235107,154.003220091,238.16320182,154.003220091
1391601600000,153.622156004,289.879577498,153.622156004,262.97119757,153.622156004
1391688000000,143.642624217,269.231113135,143.642624217,246.481721181,143.642624217
1391774400000,119.545180413,232.090456243,119.545180413,211.656887053,119.545180413
1391860800000,119.308129168,233.058392939,119.308129168,211.684911872,119.308129168
1391947200000,113.249221134,232.097923977,113.249221134,212.141124695,113.249221134
1392033600000,95.1814217406,207.62757004,95.1814217406,191.451704057,95.1814217406
1392120000000,112.647390632,256.960922925,112.647390632,232.539829844,112.647390632
1392206400000,99.2995463867,241.634110904,99.2995463867,216.369713613,99.2995463867
1392292800000,96.9516216001,234.860804795,96.9516216001,215.967792018,96.9516216001
1392379200000,89.4619257674,262.594847651,89.4619257674,241.793529768,89.4619257674
1392465600000,93.1989706992,271.91321139,93.1989706992,253.296196955,93.1989706992
1392552000000,93.2607004459,252.985718605,93.2607004459,242.333621582,93.2607004459
1392638400000,94.2253921828,243.646083473,94.2253921828,239.166857651,94.2253921828
1392724800000,89.1941338972,225.750797932,89.1941338972,226.576799458,89.1941338972
1392811200000,86.3746199791,226.959553817,86.3746199791,230.901404702,86.3746199791
1392897600000,79.0685988587,196.825799357,79.0685988587,211.358107727,79.0685988587
1392984000000,73.4785774116,186.881402798,73.4785774116,200.047003354,73.4785774116
1393070400000,72.0886562108,183.216714261,72.0886562108,197.08563829,72.0886562108
1393156800000,83.1118806118,203.867487868,83.1118806118,225.912333344,83.1118806118
1393243200000,72.3103627122,234.852286763,72.3103627122,231.47343955,72.3103627122
1393329600000,57.023958331,193.634657733,57.023958331,189.906316861,57.023958331
1393416000000,66.942224749,217.87740238,66.942224749,214.502402853,66.942224749
1393502400000,66.2709858165,220.388233745,66.2709858165,215.569284374,66.2709858165
1393588800000,64.1521443086,213.517945876,64.1521443086,230.88205927,64.1521443086
1393675200000,62.5067963699,207.118862273,62.5067963699,219.46503189,62.5067963699
1393761600000,65.1790597105,209.067271052,65.1790597105,218.125704294,65.1790597105
1393848000000,66.7467941814,246.52043878,66.7467941814,235.632015668,66.7467941814
1393934400000,85.827769728,321.650786467,85.827769728,313.200868701,85.827769728
1394020800000,78.6527860389,301.214732035,78.6527860389,282.72318166,78.6527860389
1394107200000,79.4492802819,306.868821802,79.4492802819,264.198452788,79.4492802819
1394193600000,73.8126501149,287.273102163,73.8126501149,245.139816885,73.8126501149
1394280000000,70.1674312428,272.31941151,70.1674312428,224.328320932,70.1674312428
1394366400000,69.8892051163,268.339135012,69.8892051163,243.272275667,69.8892051163
1394452800000,71.4716432084,274.170579293,71.4716432084,232.610307893,71.4716432084
1394539200000,71.4264010046,258.8329843,71.4264010046,222.717714683,71.4264010046
1394625600000,72.942535218,282.189029988,72.942535218,234.520657267,72.942535218
1394712000000,74.5809476951,282.744989055,74.5809476951,233.548781672,74.5809476951
1394798400000,72.4026798543,278.170738766,72.4026798543,235.889103048,72.4026798543
1394884800000,72.4026798543,278.402326576,72.4026798543,245.069610817,72.4026798543
1394971200000,72.4026798543,284.912349657,72.4026798543,243.748203144,72.4026798543
1395057600000,68.8565738421,271.178278149,68.8565738421,218.480322311,68.8565738421
1395144000000,67.0125632208,271.856031942,67.0125632208,237.6242833,67.0125632208
1395230400000,68.8367164235,278.649512657,68.8367164235,253.373347316,68.8367164235
1395316800000,62.6984655682,253.802008327,62.6984655682,244.42221863,62.6984655682
1395403200000,58.7807988464,237.683679305,58.7807988464,242.077878627,58.7807988464
1395489600000,57.3676897795,257.466304663,57.3676897795,263.827471261,57.3676897795
1395576000000,57.7416402484,259.104071965,57.7416402484,268.988023913,57.7416402484
1395662400000,58.1511709377,266.384754295,58.1511709377,294.507308435,58.1511709377
1395748800000,60.3005212541,275.387548782,60.3005212541,285.907674608,60.3005212541
1395835200000,62.0238361033,284.970446789,62.0238361033,279.389121324,62.0238361033
1395921600000,56.704865935,259.411173065,56.704865935,255.504264897,56.704865935
1396008000000,47.6064666288,219.39652824,47.6064666288,211.784223018,47.6064666288
1396094400000,47.1426932949,217.588877818,47.1426932949,205.354712483,47.1426932949
1396180800000,42.648125621,212.260142881,42.648125621,189.666687968,42.648125621
1396267200000,39.3119472288,194.228691914,39.3119472288,189.165113261,39.3119472288
1396353600000,45.580879705,214.697975523,45.580879705,202.842304901,45.580879705
1396440000000,46.238428547,214.57657982,46.238428547,205.541015712,46.238428547
1396526400000,36.0994858187,162.826945008,36.0994858187,162.958973886,36.0994858187
1396612800000,38.982745202,171.847364364,38.982745202,180.817400395,38.982745202
1396699200000,38.7179582413,168.736399883,38.7179582413,186.475637119,38.7179582413
1396785600000,39.5346247687,174.553157804,39.5346247687,185.589573906,39.5346247687
1396872000000,40.2508713727,178.787748902,40.2508713727,201.164732583,40.2508713727
1396958400000,38.9559237391,172.058203771,38.9559237391,192.143411547,38.9559237391
1397044800000,38.9559237391,171.684455714,38.9559237391,208.148858493,38.9559237391
1397131200000,31.460118203,146.307835849,31.460118203,175.059558365,31.460118203
1397217600000,32.2910681448,150.174042427,32.2910681448,177.081603757,32.2910681448
1397304000000,34.1558301323,158.846373877,34.1558301323,192.869007323,34.1558301323
1397390400000,32.5356827061,195.380896503,32.5356827061,236.351321053,32.5356827061
1397476800000,37.76814782,254.1002112,37.76814782,323.056979929,37.76814782
1397563200000,42.1098204746,286.09116794,42.1098204746,327.211799098,42.1098204746
1397649600000,44.6608761967,288.182972243,44.6608761967,338.805296349,44.6608761967
1397736000000,41.1566790747,300.639721363,41.1566790747,341.830693021,41.1566790747
1397822400000,39.5207432689,306.085816453,39.5207432689,358.318717611,39.5207432689
1397908800000,41.7586148995,329.760927778,41.7586148995,381.279770142,41.7586148995
1397995200000,43.0904862116,329.416749339,43.0904862116,381.973625069,43.0904862116
1398081600000,42.3301964623,317.075493017,42.3301964623,370.057853753,42.3301964623
1398168000000,41.6405787763,283.909435647,41.6405787763,327.800464028,41.6405787763
1398254400000,40.8844858225,283.235623093,40.8844858225,328.829698047,40.8844858225
1398340800000,40.5564213473,284.100781804,40.5564213473,324.567962941,40.5564213473
1398427200000,33.8892458809,232.434077148,33.8892458809,273.371882845,33.8892458809
1398513600000,34.7301388904,272.226540355,34.7301388904,306.469126178,34.7301388904
1398600000000,34.7301388904,252.405802816,34.7301388904,303.257619827,34.7301388904
1398686400000,31.3602596363,231.209154992,31.3602596363,282.729295303,31.3602596363
1398772800000,33.6384079966,248.345754723,33.6384079966,313.772354946,33.6384079966
1398859200000,32.9627235968,250.983522492,32.9627235968,340.690681115,32.9627235968
1398945600000,33.888886836,255.403468694,33.888886836,337.185456861,33.888886836
1399032000000,32.9915286566,246.866442487,32.9915286566,311.948790089,32.9915286566
1399118400000,32.9915286566,243.953815326,32.9915286566,314.460691136,32.9915286566
1399204800000,32.9915286566,236.05111291,32.9915286566,298.249070327,32.9915286566
1399291200000,32.9915286566,236.127936705,32.9915286566,307.465455581,32.9915286566
1399377600000,32.5969610655,236.816108027,32.5969610655,304.013646855,32.5969610655
1399464000000,33.6952519991,241.890524021,33.6952519991,316.346566955,33.6952519991
1399550400000,34.4797639822,245.946133223,34.4797639822,317.259909246,34.4797639822
1399636800000,34.4797639822,247.014240967,34.4797639822,323.500549837,34.4797639822
1399723200000,35.5577010232,252.046942674,35.5577010232,343.883246902,35.5577010232
1399809600000,35.5577010232,247.434019486,35.5577010232,345.29275898,35.5577010232
1399896000000,34.2109784653,240.598242768,34.2109784653,336.236780741,34.2109784653
1399982400000,34.2109784653,239.819144151,34.2109784653,331.983307313,34.2109784653
1400068800000,34.2109784653,244.297217802,34.2109784653,354.39275306,34.2109784653
1400155200000,34.2109784653,283.681146778,34.2109784653,390.653577361,34.2109784653
1400241600000,34.2109784653,309.932330853,34.2109784653,402.70938097,34.2109784653
1400328000000,34.2109784653,298.372693963,34.2109784653,392.635486259,34.2109784653
1400414400000,34.2109784653,275.425259829,34.2109784653,389.779487516,34.2109784653
1400500800000,34.2109784653,305.327806532,34.2109784653,409.001529942,34.2109784653
1400587200000,36.15071181,304.923966431,36.15071181,406.960989588,36.15071181
1400673600000,41.5922671193,331.231629696,41.5922671193,443.424062852,41.5922671193
1400760000000,44.2428329398,336.063583418,44.2428329398,454.217650341,44.2428329398
1400846400000,48.9252557502,344.168553607,48.9252557502,471.284732715,48.9252557502
1400932800000,45.836377982,366.110106848,45.836377982,489.095228511,45.836377982
1401019200000,53.712107684,403.615992803,53.712107684,549.449272457,53.712107684
1401105600000,56.4582269814,404.230368091,56.4582269814,545.495850858,56.4582269814
1401192000000,53.1249098886,400.932449875,53.1249098886,529.611398714,53.1249098886
1401278400000,55.0513608984,475.465005649,55.0513608984,602.776530409,55.0513608984
1401364800000,53.246543356,420.217889304,53.246543356,543.550824358,53.246543356
1401451200000,58.1993232083,447.227489065,58.1993232083,574.259842105,58.1993232083
1401537600000,63.3823060507,472.295004518,63.3823060507,594.244660657,63.3823060507
1401624000000,68.6259151379,486.003926482,68.6259151379,620.472384409,68.6259151379
1401710400000,64.676052381,502.404458797,64.676052381,637.149061428,64.676052381
1401796800000,71.0887677885,514.194206368,71.0887677885,656.451725281,71.0887677885
1401883200000,66.4631988276,470.842986363,66.4631988276,632.36086857,66.4631988276
1401969600000,69.6126189883,461.959843025,69.6126189883,644.902882,69.6126189883
1402056000000,70.8710537901,449.513085549,70.8710537901,662.787537849,70.8710537901
1402142400000,70.3464897372,444.913590632,70.3464897372,685.885124189,70.3464897372
1402228800000,70.3464897372,527.141578234,70.3464897372,755.717137802,70.3464897372
1402315200000,68.7795362641,448.163498816,68.7795362641,668.338548368,68.7795362641
1402401600000,70.0780775827,498.938247584,70.0780775827,741.943171031,70.0780775827
1402488000000,67.0502349864,494.881326797,67.0502349864,756.70788037,67.0502349864
1402574400000,65.7789552923,500.659717413,65.7789552923,741.32033735,65.7789552923
1402660800000,60.9208013455,470.323195777,60.9208013455,718.329080781,60.9208013455
1402747200000,54.6600997978,438.946212735,54.6600997978,661.451514674,54.6600997978
1402833600000,51.6251669223,420.225184777,51.6251669223,655.351949682,51.6251669223
1402920000000,58.3743775522,450.045366827,58.3743775522,729.600623403,58.3743775522
1403006400000,57.7398954004,443.454282891,57.7398954004,795.482446418,57.7398954004
1403092800000,59.9027064351,593.983638029,59.9027064351,968.579236142,59.9027064351
1403179200000,58.7690126791,587.518688101,58.7690126791,1023.65578839,58.7690126791
1403265600000,56.1002125603,580.52165746,56.1002125603,1149.73731348,56.1002125603
1403352000000,56.9657699153,437.563727996,56.9657699153,977.856644292,56.9657699153
1403438400000,58.3688683834,445.165301156,58.3688683834,974.092301338,58.3688683834
1403524800000,55.5452857646,430.26791029,55.5452857646,980.808786465,55.5452857646
1403611200000,56.6164913822,435.308712395,56.6164913822,1007.01261924,56.6164913822
1403697600000,50.8196159103,454.580721588,50.8196159103,995.583742398,50.8196159103
1403784000000,52.3548523405,469.035781358,52.3548523405,1033.4552638,52.3548523405
1403870400000,54.2719889954,477.236720165,54.2719889954,1162.18718724,54.2719889954
1403956800000,57.4599526591,560.265719894,57.4599526591,1203.84074016,57.4599526591
1404043200000,56.5550599474,550.554434352,56.5550599474,1162.62998618,56.5550599474
1404129600000,61.9015234749,573.499296484,61.9015234749,1210.71220412,61.9015234749
1404216000000,66.5908506557,584.164635103,66.5908506557,1251.03629206,66.5908506557
1404302400000,65.4209480421,536.50619179,65.4209480421,1219.85645016,65.4209480421
1404388800000,66.3097067848,525.326634807,66.3097067848,1242.14584534,66.3097067848
1404475200000,62.554514435,503.810184995,62.554514435,1214.35922052,62.554514435
1404561600000,62.5829948793,485.551097286,62.5829948793,1170.03832007,62.5829948793
1404648000000,62.8252259708,476.280815345,62.8252259708,1174.02640666,62.8252259708
1404734400000,61.5713402476,488.165016286,61.5713402476,1114.56103599,61.5713402476
1404820800000,60.7572923594,452.770471883,60.7572923594,1131.96012543,60.7572923594
1404907200000,60.7572923594,459.707956916,60.7572923594,1230.71434981,60.7572923594
