timestamp,bitcoin,"market_cap-weighted (max_weight=0.1, min_volume=100000)","market_cap-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=10000000)"
1391947200000,484.142987677,141.116428363,72.2952214528,72.2952214528,70.5813293104
1392033600000,436.152154922,128.266471726,61.8286115044,61.8286115044,59.3207724066
1392120000000,495.628541729,153.666434599,72.6929187008,72.6929187008,70.2062450808
1392206400000,459.557448073,139.781379168,63.9929451542,63.9929451542,61.8873482194
1392292800000,454.156350169,135.859187014,62.7712486275,62.7712486275,60.9059596556
1392379200000,439.697952954,127.920647968,57.8616533939,57.8616533939,56.2008592695
1392465600000,449.905990377,132.130272671,60.383294847,60.383294847,58.5485075511
1392552000000,450.05501124,135.590320001,59.9977101133,59.9977101133,57.9499314439
1392638400000,452.388732943,148.509897406,60.7787687097,60.7787687097,58.9766262275
1392724800000,440.47066257,148.145886887,58.8522032645,58.8522032645,56.61099772
1392811200000,433.563537117,146.948673768,58.0698779571,58.0698779571,55.7363999187
1392897600000,415.609332698,140.233432351,54.2604595117,54.2604595117,52.056429525
1392984000000,401.174513128,136.034266911,51.1681678195,51.1681678195,48.6764413387
1393070400000,397.398090269,132.640779026,49.9472624061,49.9472624061,47.8915447197
1393156800000,435.202354535,145.629539257,55.4946547401,55.4946547401,56.5956012944
1393243200000,407.821391909,135.094598301,51.4764289382,51.4764289382,49.2402340964
1393329600000,353.262132417,111.401703954,42.4420849215,42.4420849215,35.0965729028
1393416000000,402.60495061,124.698699223,47.7557650192,47.7557650192,44.2740068905
1393502400000,400.591514358,124.066043262,48.005833197,48.005833197,43.830065309
1393588800000,394.238496768,121.208909177,46.8278449741,46.8278449741,42.4287135632
1393675200000,389.215141053,117.437124585,45.5382170356,45.5382170356,41.3405192845
1393761600000,397.624477037,117.600820657,46.0125139409,46.0125139409,43.1078911637
1393848000000,413.743977358,116.929476848,46.0303085112,46.0303085112,46.5340490631
1393934400000,478.994157339,134.809481583,54.1870117788,54.1870117788,60.1630371535
1394020800000,460.238916669,128.143708715,51.2562473781,51.2562473781,55.3568935578
1394107200000,462.575180208,127.848610893,51.7276604027,51.7276604027,55.9174769681
1394193600000,446.453816314,121.290644117,48.879799358,48.879799358,51.9503404953
1394280000000,435.564803511,116.238213264,46.840338725,46.840338725,49.3847861996
1394366400000,434.702113693,113.911479608,46.2224978924,46.2224978924,49.1889668924
1394452800000,439.651359654,114.862374795,46.8873546894,46.8873546894,50.3027082032
1394539200000,439.512230007,112.087437436,45.167177466,45.167177466,50.2708661289
1394625600000,444.201729877,115.368149835,48.0051947167,48.0051947167,51.337941874
1394712000000,449.218609401,115.135915689,48.1772214406,48.1772214406,52.4910787134
1394798400000,442.706166915,113.023231532,47.2231322468,47.2231322468,50.9579843746
1394884800000,442.933315144,112.954929481,47.1428771915,47.1428771915,51.0102630564
1394971200000,443.107658442,111.30177352,47.2467615595,47.2467615595,51.0504115275
1395057600000,432.388282164,105.100197007,45.298499366,45.298499366,48.550087346
1395144000000,426.637094721,103.224041417,44.8477137315,44.8477137315,47.2498937444
1395230400000,429.447289892,102.947004809,45.1073481945,45.1073481945,47.8703087528
1395316800000,415.191175107,97.4797032023,41.5762008533,41.5762008533,44.6381119704
1395403200000,398.909181555,93.3868088814,39.4918642265,39.4918642265,41.0665897385
1395489600000,392.627152252,93.6990404401,38.8807559525,38.8807559525,39.7628621603
1395576000000,393.908907143,94.1206123335,38.8064142058,38.8064142058,40.0220558111
1395662400000,395.308279929,97.7215897231,41.3486316096,41.3486316096,40.305910929
1395748800000,402.681783131,94.2198248946,40.7008707651,40.7008707651,41.6680978666
1395835200000,408.477166189,95.1549289081,41.6136808642,41.6136808642,43.1180585993
1395921600000,389.188548871,87.6404419528,37.8813097645,37.8813097645,39.4203887708
1396008000000,350.788729474,75.5122846623,32.0380488986,32.0380488986,33.0953153943
1396094400000,349.084224842,75.3160200335,32.1465053812,32.1465053812,32.8226366911
1396180800000,332.83384523,73.0664892402,31.3592399287,31.3592399287,30.8158805733
1396267200000,314.228961485,67.7116323975,28.6952796135,28.6952796135,28.4052875306
1396353600000,340.309353982,72.518854489,31.3604526832,31.3604526832,31.3988508438
1396440000000,342.772875884,71.8671520799,31.3642949012,31.3642949012,31.3810971339
1396526400000,302.83384546,56.8445922892,23.8001385118,23.8001385118,24.4999993849
1396612800000,315.172213695,60.7846239292,25.9672143613,25.9672143613,25.8572702509
1396699200000,314.103639128,59.1713660238,25.0104719439,25.0104719439,25.3891743355
1396785600000,317.433816803,60.4096916169,25.8222303573,25.8222303573,26.2644015007
1396872000000,320.322345305,61.2935233826,26.4711636554,26.4711636554,26.9015655725
